movie_title,similar_movie_title,similarity_score,rank
Harry Potter and the Half-Blood Prince,Time Bandits,0.3594459593296051,7
Harry Potter and the Half-Blood Prince,Dude Where's My Dog?,0.35233205556869507,8
Harry Potter and the Half-Blood Prince,Miss Potter,0.35227489471435547,9
Harry Potter and the Half-Blood Prince,The Call of Cthulhu,0.3513582944869995,10
Batman v Superman: Dawn of Justice,Batman Begins,0.6207981109619141,1
Batman v Superman: Dawn of Justice,"Batman: The Dark Knight Returns, Part 2",0.612054705619812,2
Batman v Superman: Dawn of Justice,Batman,0.6047654151916504,3
Batman v Superman: Dawn of Justice,The Dark Knight,0.594144344329834,4
Batman v Superman: Dawn of Justice,Batman & Robin,0.5780131220817566,5
Batman v Superman: Dawn of Justice,Teenage Mutant Ninja Turtles,0.5339397192001343,6
Batman v Superman: Dawn of Justice,Megamind,0.5241814851760864,7
Batman v Superman: Dawn of Justice,The Spirit,0.5006517767906189,8
Batman v Superman: Dawn of Justice,The Dark Knight Rises,0.4781862199306488,9
Batman v Superman: Dawn of Justice,Kick-Ass 2,0.4765566289424896,10
Superman Returns,Superman IV: The Quest for Peace,0.6814013719558716,1
Superman Returns,Superman,0.6146513223648071,2
Superman Returns,Superman II,0.5948597192764282,3
Superman Returns,Super,0.5188918113708496,4
Superman Returns,Megamind,0.48073115944862366,5
Superman Returns,"Batman: The Dark Knight Returns, Part 2",0.4773973524570465,6
Superman Returns,Superman III,0.44058889150619507,7
Superman Returns,Batman v Superman: Dawn of Justice,0.4366115927696228,8
Superman Returns,Spider-Man 2,0.41777223348617554,9
Superman Returns,Batman,0.41637641191482544,10
Quantum of Solace,Octopussy,0.5764614343643188,1
Quantum of Solace,From Russia with Love,0.5617651343345642,2
Quantum of Solace,Dr. No,0.5601017475128174,3
Quantum of Solace,Licence to Kill,0.5491304397583008,4
Quantum of Solace,Never Say Never Again,0.5303165316581726,5
Quantum of Solace,Spectre,0.5134982466697693,6
Quantum of Solace,GoldenEye,0.5000429749488831,7
Quantum of Solace,The Living Daylights,0.4978078007698059,8
Quantum of Solace,Diamonds Are Forever,0.49641257524490356,9
Quantum of Solace,Paper Towns,0.4659422039985657,10
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: On Stranger Tides,0.6200923919677734,1
Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: The Curse of the Black Pearl,0.5508944988250732,2
Pirates of the Caribbean: Dead Man's Chest,The Number 23,0.5150707960128784,3
Pirates of the Caribbean: Dead Man's Chest,The Pirates! In an Adventure with Scientists!,0.4692705273628235,4
Pirates of the Caribbean: Dead Man's Chest,Futuro Beach,0.43934839963912964,5
Pirates of the Caribbean: Dead Man's Chest,Last Orders,0.4387736916542053,6
Pirates of the Caribbean: Dead Man's Chest,Small Apartments,0.4231888949871063,7
Pirates of the Caribbean: Dead Man's Chest,The Family Man,0.4201511740684509,8
Pirates of the Caribbean: Dead Man's Chest,Room,0.4132898449897766,9
Pirates of the Caribbean: Dead Man's Chest,Ghost Rider,0.4050750136375427,10
The Lone Ranger,The Legend of the Lone Ranger,0.5862569808959961,1
The Lone Ranger,Lone Wolf McQuade,0.5811846852302551,2
The Lone Ranger,Man of the House,0.5299174189567566,3
The Lone Ranger,American Outlaws,0.5175669193267822,4
The Lone Ranger,Silverado,0.5054693818092346,5
The Lone Ranger,The Legend of Hell's Gate: An American Conspiracy,0.5010051727294922,6
The Lone Ranger,Black Hawk Down,0.48462992906570435,7
The Lone Ranger,Texas Rangers,0.47754424810409546,8
The Lone Ranger,Major Dundee,0.46943989396095276,9
The Lone Ranger,Young Guns,0.4636993408203125,10
Man of Steel,The Polar Express,0.5995931029319763,1
Man of Steel,Ong Bak 2,0.5893630981445312,2
Man of Steel,Letters to God,0.5638033151626587,3
Man of Steel,Sky High,0.5600537061691284,4
Man of Steel,Stardust,0.5554823279380798,5
Man of Steel,Little Boy,0.5451028347015381,6
Man of Steel,Percy Jackson & the Olympians: The Lightning Thief,0.5377821326255798,7
Man of Steel,Tomorrowland,0.5320950746536255,8
Man of Steel,Thor,0.5213388204574585,9
Man of Steel,The Last Airbender,0.5003419518470764,10
The Chronicles of Narnia: Prince Caspian,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.7356572151184082,1
The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: The Voyage of the Dawn Treader,0.5737712979316711,2
The Chronicles of Narnia: Prince Caspian,Epic Movie,0.5424543619155884,3
The Chronicles of Narnia: Prince Caspian,Dragonslayer,0.4909745454788208,4
The Chronicles of Narnia: Prince Caspian,The Tale of Despereaux,0.4727213382720947,5
The Chronicles of Narnia: Prince Caspian,The Smurfs 2,0.45178866386413574,6
The Chronicles of Narnia: Prince Caspian,Stuart Little,0.4441377520561218,7
The Chronicles of Narnia: Prince Caspian,Queen of the Damned,0.4397631287574768,8
The Chronicles of Narnia: Prince Caspian,Hansel & Gretel: Witch Hunters,0.4396955370903015,9
The Chronicles of Narnia: Prince Caspian,The Spiderwick Chronicles,0.438730925321579,10
The Avengers,Avengers: Age of Ultron,0.5797140598297119,1
The Avengers,Safe House,0.5377550721168518,2
The Avengers,Captain America: The Winter Soldier,0.5335583090782166,3
The Avengers,Tomorrow Never Dies,0.5195187330245972,4
The Avengers,"War, Inc.",0.5000690817832947,5
The Avengers,Resident Evil,0.49529531598091125,6
The Avengers,The Art of War,0.4798312187194824,7
The Avengers,Act of Valor,0.4780449867248535,8
The Avengers,The Bodyguard,0.46329861879348755,9
The Avengers,RED,0.4624665379524231,10
Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: The Curse of the Black Pearl,0.77107834815979,1
Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: Dead Man's Chest,0.6200923919677734,2
Pirates of the Caribbean: On Stranger Tides,The Pirates! In an Adventure with Scientists!,0.5986640453338623,3
Pirates of the Caribbean: On Stranger Tides,The Pirate,0.4976724088191986,4
Pirates of the Caribbean: On Stranger Tides,The Family Man,0.49240702390670776,5
Pirates of the Caribbean: On Stranger Tides,VeggieTales: The Pirates Who Don't Do Anything,0.48506951332092285,6
Pirates of the Caribbean: On Stranger Tides,The Number 23,0.4780552387237549,7
Pirates of the Caribbean: On Stranger Tides,Master and Commander: The Far Side of the World,0.4673365652561188,8
Pirates of the Caribbean: On Stranger Tides,Shakespeare in Love,0.46688133478164673,9
Pirates of the Caribbean: On Stranger Tides,Six Days Seven Nights,0.4626463055610657,10
Men in Black 3,Men in Black,0.4826660752296448,1
Men in Black 3,The Dead Zone,0.4598689377307892,2
Men in Black 3,From Paris with Love,0.44519710540771484,3
Men in Black 3,Mr. & Mrs. Smith,0.4407760500907898,4
Men in Black 3,Inspector Gadget,0.43951117992401123,5
Men in Black 3,Get Smart,0.4393150806427002,6
Men in Black 3,Ballistic: Ecks vs. Sever,0.4390999674797058,7
Men in Black 3,Time Changer,0.4355419874191284,8
Men in Black 3,Terminator Salvation,0.4247678220272064,9
Men in Black 3,Lockout,0.42471277713775635,10
The Hobbit: The Battle of the Five Armies,The Hobbit: The Desolation of Smaug,0.6063660383224487,1
The Hobbit: The Battle of the Five Armies,The Hobbit: An Unexpected Journey,0.5656875967979431,2
The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Two Towers,0.49928224086761475,3
The Hobbit: The Battle of the Five Armies,Dragon Nest: Warriors' Dawn,0.46376365423202515,4
The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Fellowship of the Ring,0.4598391056060791,5
The Hobbit: The Battle of the Five Armies,The Lord of the Rings: The Return of the King,0.4289504885673523,6
The Hobbit: The Battle of the Five Armies,Jack the Giant Slayer,0.418782502412796,7
The Hobbit: The Battle of the Five Armies,Warcraft,0.41753101348876953,8
The Hobbit: The Battle of the Five Armies,Hellboy II: The Golden Army,0.4104740619659424,9
The Hobbit: The Battle of the Five Armies,Time Bandits,0.4102360010147095,10
The Amazing Spider-Man,The Amazing Spider-Man 2,0.7255026698112488,1
The Amazing Spider-Man,Spider-Man,0.6538400650024414,2
The Amazing Spider-Man,Spider-Man 2,0.6482862234115601,3
The Amazing Spider-Man,Spider-Man 3,0.561382532119751,4
The Amazing Spider-Man,Due Date,0.5028495192527771,5
The Amazing Spider-Man,Hook,0.4808940887451172,6
The Amazing Spider-Man,In the Land of Women,0.45124542713165283,7
The Amazing Spider-Man,Tin Can Man,0.4467436969280243,8
The Amazing Spider-Man,Pan,0.4253044128417969,9
The Amazing Spider-Man,Megamind,0.42464664578437805,10
Robin Hood,Robin Hood: Prince of Thieves,0.6330644488334656,1
Robin Hood,Robin and Marian,0.5222373008728027,2
Robin Hood,Rob Roy,0.4916393756866455,3
Robin Hood,Dead Man's Shoes,0.47801148891448975,4
Robin Hood,From a Whisper to a Scream,0.460227370262146,5
Robin Hood,Forsaken,0.45656585693359375,6
Robin Hood,Assassins,0.44652146100997925,7
Robin Hood,World's Greatest Dad,0.4321642518043518,8
Robin Hood,Hell's Angels,0.4284815788269043,9
Robin Hood,Cold Mountain,0.4283524751663208,10
The Hobbit: The Desolation of Smaug,The Hobbit: An Unexpected Journey,0.6422185301780701,1
The Hobbit: The Desolation of Smaug,The Hobbit: The Battle of the Five Armies,0.6063660383224487,2
The Hobbit: The Desolation of Smaug,The Lord of the Rings: The Fellowship of the Ring,0.5552574396133423,3
The Hobbit: The Desolation of Smaug,The Lord of the Rings: The Two Towers,0.5089423656463623,4
The Hobbit: The Desolation of Smaug,The Lord of the Rings: The Return of the King,0.48692893981933594,5
The Hobbit: The Desolation of Smaug,The Smurfs,0.38362497091293335,6
The Hobbit: The Desolation of Smaug,Mirror Mirror,0.351331889629364,7
The Hobbit: The Desolation of Smaug,Dragon Nest: Warriors' Dawn,0.3411879539489746,8
The Hobbit: The Desolation of Smaug,Ace Ventura: When Nature Calls,0.3261866569519043,9
The Hobbit: The Desolation of Smaug,George and the Dragon,0.3248758912086487,10
The Golden Compass,The Twilight Saga: Eclipse,0.5003584623336792,1
The Golden Compass,Pan's Labyrinth,0.49974292516708374,2
The Golden Compass,Antibirth,0.49088460206985474,3
The Golden Compass,My Girl,0.4906454086303711,4
The Golden Compass,Winter's Bone,0.4861955940723419,5
The Golden Compass,Twilight,0.48258984088897705,6
The Golden Compass,Blue Jasmine,0.4824220538139343,7
The Golden Compass,Safe Haven,0.4787142872810364,8
The Golden Compass,Bound,0.4784514904022217,9
The Golden Compass,Come Early Morning,0.4765400290489197,10
King Kong,"The Beast from 20,000 Fathoms",0.41706186532974243,1
King Kong,The Adventures of Huck Finn,0.4135914742946625,2
King Kong,Godzilla 2000,0.4108414053916931,3
King Kong,Jaws,0.4060966670513153,4
King Kong,Lake Placid,0.40424051880836487,5
King Kong,Anaconda,0.4002143144607544,6
King Kong,Me and Orson Welles,0.398392915725708,7
King Kong,Clerks II,0.39791736006736755,8
King Kong,The Naked Ape,0.39736437797546387,9
King Kong,Teenage Mutant Ninja Turtles: Out of the Shadows,0.38509607315063477,10
Titanic,The Greatest,0.43186190724372864,1
Titanic,The Chambermaid on the Titanic,0.4241998493671417,2
Titanic,Event Horizon,0.40677762031555176,3
Titanic,Raise the Titanic,0.3971193730831146,4
Titanic,All Is Lost,0.39705389738082886,5
Titanic,Vessel,0.39110541343688965,6
Titanic,Triangle,0.38237565755844116,7
Titanic,Your Sister's Sister,0.37704402208328247,8
Titanic,Diary of a Mad Black Woman,0.37382736802101135,9
Titanic,Niagara,0.3714721202850342,10
Captain America: Civil War,Avengers: Age of Ultron,0.6480288505554199,1
Captain America: Civil War,Iron Man 2,0.46824121475219727,2
Captain America: Civil War,Captain America: The Winter Soldier,0.4360162615776062,3
Captain America: Civil War,X-Men: Days of Future Past,0.4030459523200989,4
Captain America: Civil War,The Avengers,0.395395427942276,5
Captain America: Civil War,Mystery Men,0.37750348448753357,6
Captain America: Civil War,The Incredible Hulk,0.3726717233657837,7
Captain America: Civil War,Thor,0.36110296845436096,8
Captain America: Civil War,Iron Man 3,0.3565797209739685,9
Captain America: Civil War,X-Men,0.3537355661392212,10
Battleship,After Earth,0.510982096195221,1
Battleship,Spaced Invaders,0.48709574341773987,2
Battleship,Deep Impact,0.4716968536376953,3
Battleship,Space Battleship Yamato,0.4640846848487854,4
Battleship,Men in Black,0.4623751938343048,5
Battleship,The Black Hole,0.4585777521133423,6
Battleship,Armageddon,0.4557589292526245,7
Battleship,Prometheus,0.45126989483833313,8
Battleship,John Carter,0.44574928283691406,9
Battleship,In the Shadow of the Moon,0.4403642416000366,10
Jurassic World,The Lost World: Jurassic Park,0.6193956136703491,1
Jurassic World,Jurassic Park,0.6013449430465698,2
Jurassic World,Walking With Dinosaurs,0.48366761207580566,3
Jurassic World,Sea Rex 3D: Journey to a Prehistoric World,0.41405409574508667,4
Jurassic World,The Good Dinosaur,0.39947688579559326,5
Jurassic World,Night at the Museum,0.36992698907852173,6
Jurassic World,"The Beast from 20,000 Fathoms",0.3469144105911255,7
Jurassic World,Jurassic Park III,0.33461135625839233,8
Jurassic World,Super Mario Bros.,0.3166887164115906,9
Jurassic World,The Land Before Time,0.30797260999679565,10
Skyfall,Spectre,0.5902116298675537,1
Skyfall,From Russia with Love,0.5839109420776367,2
Skyfall,Tinker Tailor Soldier Spy,0.5531086325645447,3
Skyfall,Octopussy,0.5484901070594788,4
Skyfall,Never Say Never Again,0.5247519016265869,5
Skyfall,The Living Daylights,0.4897543489933014,6
Skyfall,Die Another Day,0.4829154312610626,7
Skyfall,Safe House,0.4818498194217682,8
Skyfall,A View to a Kill,0.47495388984680176,9
Skyfall,The World Is Not Enough,0.4671502113342285,10
Spider-Man 2,The Amazing Spider-Man 2,0.6753642559051514,1
Spider-Man 2,The Amazing Spider-Man,0.6482862234115601,2
Spider-Man 2,Spider-Man 3,0.6019498705863953,3
Spider-Man 2,Spider-Man,0.6016309261322021,4
Spider-Man 2,Tin Can Man,0.4832547605037689,5
Spider-Man 2,Megamind,0.4674546718597412,6
Spider-Man 2,In the Land of Women,0.44224119186401367,7
Spider-Man 2,Batman Begins,0.42951223254203796,8
Spider-Man 2,Superman Returns,0.41777223348617554,9
Spider-Man 2,Super,0.4175468683242798,10
Iron Man 3,Avengers: Age of Ultron,0.6158934235572815,1
Iron Man 3,Iron Man,0.5732831954956055,2
Iron Man 3,Iron Man 2,0.5239952802658081,3
Iron Man 3,Lords of London,0.46778661012649536,4
Iron Man 3,Shinjuku Incident,0.45436936616897583,5
Iron Man 3,Megamind,0.4543033838272095,6
Iron Man 3,The Avengers,0.4531692862510681,7
Iron Man 3,Mad Max: Fury Road,0.4470456838607788,8
Iron Man 3,The Matrix Revolutions,0.43596935272216797,9
Iron Man 3,Captain America: The Winter Soldier,0.4344344139099121,10
Alice in Wonderland,Alice Through the Looking Glass,0.5066977143287659,1
Alice in Wonderland,Escape from Tomorrow,0.505341649055481,2
Alice in Wonderland,The Christmas Bunny,0.5009339451789856,3
Alice in Wonderland,Aladdin,0.49767327308654785,4
Alice in Wonderland,The Tale of Despereaux,0.49461016058921814,5
Alice in Wonderland,Happily N'Ever After,0.48206955194473267,6
Alice in Wonderland,Blue Jasmine,0.4816643297672272,7
Alice in Wonderland,Mirrormask,0.47856754064559937,8
Alice in Wonderland,Donnie Darko,0.4766932427883148,9
Alice in Wonderland,Enchanted,0.47010961174964905,10
X-Men: The Last Stand,X2,0.7229748964309692,1
X-Men: The Last Stand,X-Men: First Class,0.7129074335098267,2
X-Men: The Last Stand,X-Men: Apocalypse,0.5859682559967041,3
X-Men: The Last Stand,X-Men,0.568822979927063,4
X-Men: The Last Stand,X-Men Origins: Wolverine,0.5341599583625793,5
X-Men: The Last Stand,X-Men: Days of Future Past,0.4996413588523865,6
X-Men: The Last Stand,Doom,0.4225858449935913,7
X-Men: The Last Stand,Angels & Demons,0.4020582139492035,8
X-Men: The Last Stand,The X Files: I Want to Believe,0.3964289128780365,9
X-Men: The Last Stand,The Wolverine,0.39617353677749634,10
Monsters University,Keeping the Faith,0.4930788278579712,1
Monsters University,The Best Man Holiday,0.4668540060520172,2
Monsters University,American Reunion,0.4559403359889984,3
Monsters University,22 Jump Street,0.4444965124130249,4
Monsters University,Phantasm II,0.4336572289466858,5
Monsters University,"Monsters, Inc.",0.42699724435806274,6
Monsters University,Pearl Harbor,0.41946083307266235,7
Monsters University,Swingers,0.39829960465431213,8
Monsters University,A Home at the End of the World,0.39664554595947266,9
Monsters University,Why Did I Get Married?,0.3954939544200897,10
Transformers: Revenge of the Fallen,Transformers,0.8053239583969116,1
Transformers: Revenge of the Fallen,Transformers: Dark of the Moon,0.6936373710632324,2
Transformers: Revenge of the Fallen,Transformers: Age of Extinction,0.6205885410308838,3
Transformers: Revenge of the Fallen,Megamind,0.4618598222732544,4
Transformers: Revenge of the Fallen,All The Queen's Men,0.4276963472366333,5
Transformers: Revenge of the Fallen,Bill & Ted's Bogus Journey,0.4118584096431732,6
Transformers: Revenge of the Fallen,Monkeybone,0.4117698669433594,7
Transformers: Revenge of the Fallen,Austin Powers: The Spy Who Shagged Me,0.40220320224761963,8
Transformers: Revenge of the Fallen,Scooby-Doo 2: Monsters Unleashed,0.39638751745224,9
Transformers: Revenge of the Fallen,Get Smart,0.39294546842575073,10
Transformers: Age of Extinction,Transformers: Revenge of the Fallen,0.6205885410308838,1
Transformers: Age of Extinction,Transformers: Dark of the Moon,0.592077374458313,2
Transformers: Age of Extinction,Transformers,0.5875813961029053,3
Transformers: Age of Extinction,2001: A Space Odyssey,0.4972904324531555,4
Transformers: Age of Extinction,Terminator Salvation,0.4181686043739319,5
Transformers: Age of Extinction,WALL·E,0.4042307734489441,6
Transformers: Age of Extinction,Independence Day: Resurgence,0.40268996357917786,7
Transformers: Age of Extinction,Transcendence,0.40136098861694336,8
Transformers: Age of Extinction,Angels & Demons,0.39810213446617126,9
Transformers: Age of Extinction,Listening,0.3907419741153717,10
Oz: The Great and Powerful,Legends of Oz: Dorothy's Return,0.5734243392944336,1
Oz: The Great and Powerful,The Wizard of Oz,0.5668402910232544,2
Oz: The Great and Powerful,Raiders of the Lost Ark,0.447996586561203,3
Oz: The Great and Powerful,The Last Airbender,0.442619264125824,4
Oz: The Great and Powerful,Night at the Museum,0.4380512535572052,5
Oz: The Great and Powerful,Doctor Dolittle,0.4376159906387329,6
Oz: The Great and Powerful,Under the Rainbow,0.4189901649951935,7
Oz: The Great and Powerful,The Illusionist,0.41626042127609253,8
Oz: The Great and Powerful,A Simple Wish,0.4109163284301758,9
Oz: The Great and Powerful,The Smurfs,0.4089418351650238,10
The Amazing Spider-Man 2,The Amazing Spider-Man,0.7255026698112488,1
The Amazing Spider-Man 2,Spider-Man 2,0.6753642559051514,2
The Amazing Spider-Man 2,Spider-Man,0.6337946653366089,3
The Amazing Spider-Man 2,Spider-Man 3,0.5994114279747009,4
The Amazing Spider-Man 2,Tin Can Man,0.47095760703086853,5
The Amazing Spider-Man 2,Pan,0.4520244002342224,6
The Amazing Spider-Man 2,Hook,0.4437745213508606,7
The Amazing Spider-Man 2,Charlotte's Web,0.43763217329978943,8
The Amazing Spider-Man 2,The Spiderwick Chronicles,0.424720823764801,9
The Amazing Spider-Man 2,About Time,0.4180483818054199,10
TRON: Legacy,Body of Lies,0.562018632888794,1
TRON: Legacy,Big Momma's House 2,0.5145868062973022,2
TRON: Legacy,Mission: Impossible,0.5132155418395996,3
TRON: Legacy,Hackers,0.5066461563110352,4
TRON: Legacy,Nowhere to Run,0.5001293420791626,5
TRON: Legacy,Criminal,0.4926043152809143,6
TRON: Legacy,Swordfish,0.4877551198005676,7
TRON: Legacy,Tangled,0.48643285036087036,8
TRON: Legacy,The Golden Child,0.47432202100753784,9
TRON: Legacy,Treasure Planet,0.465091347694397,10
Cars 2,Cars,0.6666556596755981,1
Cars 2,Need for Speed,0.4750770330429077,2
Cars 2,Speed Racer,0.42804113030433655,3
Cars 2,Free Style,0.41268253326416016,4
Cars 2,Bolt,0.4001728892326355,5
Cars 2,Days of Thunder,0.38298606872558594,6
Cars 2,Getaway,0.370119571685791,7
Cars 2,I Spy,0.36981165409088135,8
Cars 2,Death Race 2000,0.36792656779289246,9
Cars 2,Spaceballs,0.3625515103340149,10
Green Lantern,Rise of the Guardians,0.4393277168273926,1
Green Lantern,Kick-Ass 2,0.41553977131843567,2
Green Lantern,The Covenant,0.401744544506073,3
Green Lantern,After Earth,0.3945128321647644,4
Green Lantern,Independence Daysaster,0.3881760835647583,5
Green Lantern,Men in Black II,0.38599693775177,6
Green Lantern,Fantastic 4: Rise of the Silver Surfer,0.37758949398994446,7
Green Lantern,Fantastic Four,0.3768400549888611,8
Green Lantern,Skyline,0.37647831439971924,9
Green Lantern,Transformers: Age of Extinction,0.3733639121055603,10
Toy Story 3,Toy Story,0.7620036602020264,1
Toy Story 3,Toy Story 2,0.7277306318283081,2
Toy Story 3,Gremlins 2: The New Batch,0.4755745530128479,3
Toy Story 3,Elf,0.45449763536453247,4
Toy Story 3,Home Alone 2: Lost in New York,0.4537992477416992,5
Toy Story 3,American Pie 2,0.4444255530834198,6
Toy Story 3,Losin' It,0.43121078610420227,7
Toy Story 3,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,0.4288410246372223,8
Toy Story 3,The Blues Brothers,0.42330360412597656,9
Toy Story 3,Firestarter,0.4198920726776123,10
Terminator Salvation,Terminator Genisys,0.6163778901100159,1
Terminator Salvation,The Terminator,0.5693416595458984,2
Terminator Salvation,Terminator 3: Rise of the Machines,0.5691384077072144,3
Terminator Salvation,Terminator 2: Judgment Day,0.5345700979232788,4
Terminator Salvation,Rotor DR1,0.47441917657852173,5
Terminator Salvation,9,0.4707019329071045,6
Terminator Salvation,Good Kill,0.47050541639328003,7
Terminator Salvation,Cloud Atlas,0.46551695466041565,8
Terminator Salvation,RoboCop,0.4397164583206177,9
Terminator Salvation,Mutant World,0.4396960139274597,10
Furious 7,Small Apartments,0.4283982515335083,1
Furious 7,Blade Runner,0.3933807909488678,2
Furious 7,The Manchurian Candidate,0.39196765422821045,3
Furious 7,Pet Sematary,0.3892236351966858,4
Furious 7,The Fan,0.3724971413612366,5
Furious 7,The Fast and the Furious,0.3719031810760498,6
Furious 7,The Man from Snowy River,0.37085267901420593,7
Furious 7,The Proposition,0.3695194721221924,8
Furious 7,The Good Heart,0.3671351969242096,9
Furious 7,The Art of War,0.36168205738067627,10
World War Z,Survival of the Dead,0.5846055150032043,1
World War Z,Re-Kill,0.5400688648223877,2
World War Z,ZMD: Zombies of Mass Destruction,0.5282127857208252,3
World War Z,Doomsday,0.5014976859092712,4
World War Z,Warm Bodies,0.5014090538024902,5
World War Z,Land of the Dead,0.4893043041229248,6
